userName,score,at,content,sentiment
Siti awaliyah sembada,5,2023-02-08 03:39:51,tingkatkan komunitas jaringan,NETRAL
Kehpin Arbian jesical kelvin,5,2023-02-05 14:10:54,mudah dan Yaman,POSITIF
Avazar fadjri,4,2023-02-11 11:43:23,transaksi cepat,POSITIF
Muhammad Ikbal,1,2023-02-02 12:22:40,Jaringannya buruk banget sekarang suka down padahal dulu jarang sekarang setiap hari pasti ada masalah jaringan!!!!,NEGATIF
Irwan Syahputra,5,2023-02-07 09:53:47,"mantap bossku, promo nya di perbanyak ya bg😁😍😍😍",POSITIF
Red is SUS ඞ,1,2023-02-19 13:06:01,Lag bgt telkom bgsd,NEGATIF
wahyu susanto,1,2023-02-11 15:12:37,sinyal paling jelek se indonesia..,NEGATIF
Wibowo Mesin,5,2023-02-27 13:52:42,"Setiap orang kadang berpergian keluar kota, tiba2 kuota internet habis, dalam perjalanan, sedangkan kita perlu komunikasi keluarga, alhamdulillah saran teman dengan aplikasi my telkomsel semua bisa diatasi, mantap oke buanget...jika ada aplikasi yang mudah kenapa harus antri",POSITIF
Rafly,1,2023-02-02 18:19:09,Bagus jaringan nya buat streaming bokep aja,NEGATIF
Sahrul Septian,1,2023-02-01 13:37:21,"Kapitalis Beli paket Gigamax katanya langganan macam² aplikasi(termasuk sushiroll) 30 hari, baru juga bbrpa hari, langganan sushiroll nya hilang!!! Harus beli langganan lagi",NEGATIF
Gio Saputra Ahmad,5,2023-02-28 10:47:10,Min minta hadiah boleh? Hehe,NETRAL
Frina Ldo,4,2023-02-03 07:28:50,kurang banya promo paket data,NETRAL
RADHE GOVINDHA,5,2023-02-10 02:38:59,LOVEEEEEEEEEE,POSITIF
Sarah Mohamad jahid,3,2023-02-11 08:51:04,Jaringannya kurang memuaskan,NEGATIF
Astrea Fatmala Qoiriyah,2,2023-02-10 07:09:10,Oke ya sekarang gini perasaan gw ditahun tahun kemaren tu ya sebelom ada 5G itu sinyal yang di desa atau didaerah yang kecil kecil ninbaik baik aja kok sekarang dah ada 5G sinyal malah rusak dan gw agak sedikit kecewa soalnya gw dah lama pakek Telkomsel sekarang malah rusak sinyalnya hadehhh rusakkk!!,NEGATIF
Fadel Furry,5,2023-02-07 00:55:09,Sinyal udah lumayan,NETRAL
Anggun Monandita,1,2023-02-10 07:15:22,"Aplikasi nya PHP.. Tiap klik isi pulsa, katanya dapet poin dan bertambah masa berlaku nya.. Eehh udah berkali-kali isi pulsa poin nya gak dapet2, masa berlaku nya bertambah,3hr kemudian ilang. Udah puluhan tahun pake ini, mengecewakan 👎",NEGATIF
A 8,1,2023-02-28 13:24:37,PARAH BGT sinyalnya sekarang,NEGATIF
Yeni Banga,5,2023-02-05 16:38:06,sangat terbantu u/ pembelian pulsa,POSITIF
Anggraini Nur Rachmawati,5,2023-02-15 12:19:49,emang pilihanku Telkomsel👍👍👍,POSITIF
Mustapit 92,5,2023-02-06 16:55:42,"mudah""an bs dapat hadiah mobil,soalny udh lma pngen punya mobil",NETRAL
Gabriela Lestari Sinaga,1,2023-02-04 15:30:22,"Bulan 10 saya dapat hadiah dari jelajah,di hubungi setiap hari.tapi klaim nya sudah 1 bulan lebih belum ada jalan keluar nya",NETRAL
romi aulia rahman,3,2023-02-04 09:38:00,Dikerjain daily check in terus,NEGATIF
Iqbal Huntua,4,2023-02-21 02:14:34,kasih bagus lagi jaringan,NETRAL
Naek Sinaga,4,2023-02-13 11:24:06,Lumayan lah.,NETRAL
Kamul Mulyadi,5,2023-02-23 00:57:27,Bagaimana bisa dapat paylatter Telkomsel,NETRAL
Risa Ismaya,5,2023-02-01 12:07:43,"Paket darurat udah ga muncul, kenapa ya",NETRAL
23 mfa03,1,2023-02-01 09:54:16,Daily checkin hilang,NEGATIF
Ari Slamet,5,2023-02-08 01:38:23,kerennn cepat,POSITIF
Ovan Permana,1,2023-02-11 04:21:01,Gak enak banget udah jelek sinyal kuota pada naik ceckin cuman beberapa hari gak kayak dulu..,NEGATIF
Kartika,5,2023-02-10 02:32:31,terimakasi aplikasi ini sangat membantu,POSITIF
Awa Luddin,1,2023-02-05 11:48:14,"Kuota internet sangat mahal, jaringan tidak stabil di tambah masa aktif harus di beli.👎👎👎",NEGATIF
indra_dwi_saputra 2021,5,2023-02-10 04:14:36,Kalau dihitung-hitung daily check-in gk sampai 10 gb bulan February,NETRAL
marios 11,5,2023-02-27 13:06:10,combo sakti,POSITIF
Ferry Kurahman,1,2023-02-16 09:35:00,Aplikasi makin lama makin kacau ...paket internet saya bisa habis bergiga giga padahal saya jarang nonton ...masa saya sehari tanpa pemakain bisa habis 6 giga....kemana lari nya pulsa paket internet saya itu.biasa nya sehari sebelum nya sehari sya pake paling tinggi 1 giga...kacau ini...Seperti ada makhluk gaib nya yg ambil apa ini.kl bisa di aplikasi nya kirim kan pemakain kita berapa perhari itu...terus sebelum saya pake hari itu berpa kuata saya hari itu.biar kita ngecek dan bisa kita cocokan,NEGATIF
Muhammad Firman,1,2023-02-04 15:28:50,Ga jelas jaringannya Ngadain trus,NEGATIF
Baihaqi Baihaqi,2,2023-02-28 11:22:10,Numayan bagus apk nya,POSITIF
Muklis Aulia Panggabean,1,2023-02-23 04:22:27,"Kartu saya hangus, apakah masih bisa di perbaiki? Soalnya saya lupa pake KK yang mana.",NETRAL
Sun Reja,5,2023-02-16 19:08:08,naik teros,NETRAL
Yusuf Muhammad,1,2023-02-10 09:32:00,"Ambil nih bintang satu nya mohon y di perbaikin soal chek in nya itu di sesuai kan njng jngn gak gelas soal hitungan chek in nya smph 23 hri bru dpt pket ini pas di liat rupanya smph 18 hari boro"" dpt 14 gb 4 gb ae.gak dpt lawak emng jdi di perbaikin ye soal chek in nya liat dngn teliti udah benr apa. Blm",NEGATIF
Bugar Satria,1,2023-02-02 15:11:39,Minimal kalo udah mahal tuh jangan ngeleg tod. Gedeg banget gw. Ujan ilang jaringan. Gila kali lu.,NEGATIF
Witoto Ristianto,5,2023-02-06 14:32:48,mudah dalam penggunaan.,POSITIF
Rizky Nur asikin,1,2023-02-01 14:41:23,Lama lama gajelas,NEGATIF
Siti Fatimah,1,2023-02-09 00:08:48,Kenapa Telkomsel selalu mengambil atau menyedot pulsa customer untuk paketan data tanpa ada persetujuan dari customer..harusnya ditanyakan dulu.. Apakah anda setuju untuk diteruskan menjadi akses internet dengan tarif non paket??ketik Ya jika setuju.. Harusnya ditanya dulu gak langsung sedot gitu..kasihan customer nya.apalagi yang gak paham IT. Berusahalah membuat kebijakan yg ramah ..,NEGATIF
Ade Kurniawan,1,2023-02-12 04:00:49,"Jaringan makin kesini makin ancur,",NEGATIF
Reza Penyak,1,2023-02-18 03:55:03,"Sinyal internet nya jelek banget,,,",NEGATIF
nurjanah janah,5,2023-02-11 07:37:09,nanti kasih promo paket data murah y,NETRAL
Gugun Gunara,3,2023-02-11 06:35:10,"Kecewa dengan program daily cek in, krn hadiah kuotanya tidak akan bisa di klame, itu sengaja atau salah perhitungan ya, masa full cek in 22 tp dibatasin sampai 18, gmn ceritanya itu program?",NEGATIF
Jhoe Andreas,5,2023-02-08 13:04:19,Telkomsel selalu terdepan,POSITIF
Lina Ratiwi,5,2023-02-08 14:03:33,Terimakasih sudah mempermudah Kami Dalam pembelian Paket data,POSITIF
Buddy christian santoso,5,2023-02-10 04:54:37,Terimakasih buat program daily check in nya sudah ada lagi walaupun bonus nya gak bisa di klaim semua coz hitungan waktunya mepet banget cukupin sebulan kenapa kayak dulu lagi... 😇😇,POSITIF
Muhamad Fikri,5,2023-02-24 16:32:26,Gak pernah dapet kuota gratis akoh,NETRAL
Kurniadi Kurniadi,1,2023-02-08 01:03:11,Butut sinyal na lah bikin kesel,NEGATIF
ORI Tea,1,2023-02-08 15:44:30,"JARINGAN BURUK, SUKA HILANG HILANG, TAPI UPDET TIAP MINGGU, APK KHONTOL",NEGATIF
Son Sison,5,2023-02-02 16:54:01,sangat baik dan bagus,POSITIF
Wid Putra,1,2023-02-27 07:48:17,puas dengan pelayanan my Telkomsel,POSITIF
Adeliah Adel,4,2023-02-06 21:13:19,tukar poin,NETRAL
Remixer Kalukku,1,2023-02-27 16:04:00,"SDH berapa kali saya bilang TELKOMSEL YANG TERHORMAT, HUBUNGI MIMIN JG GAK GUNA, TETAP SAJA JARINGAN GAK NGARUH KALAU HUBUNGI MIMINNYA",NEGATIF
Nizam Lolo,5,2023-02-01 12:09:38,sering sering promo donk di my telkomsel,NETRAL
Alto Kosat,5,2023-02-11 00:07:59,Tingkatkan lagi kualitas sinyal,NETRAL
natan nael,2,2023-02-10 14:57:37,"mengapa akhir-akhir ini jaringan internet d wilayah batulicin kalsel, kurang memuaskan",NEGATIF
Ervan Ervan,5,2023-02-21 18:12:28,lanjut daptarkan,NETRAL
ruddi frawito,5,2023-02-08 09:43:17,lebih mudah penggunaannya,POSITIF
Natalia Tandililing,1,2023-02-11 04:38:34,Udah berapa bulan lalu gak bisa beli paket lewat app ini.. selalu bilanh cek koneksi..padahal udah pake wifi udah pake paket jaringan stabil 👎,NEGATIF
Gilbet Giovani,5,2023-02-28 05:01:17,aku kasi 👍 buat my telkomsel,NETRAL
Novian Saputra,4,2023-02-11 03:53:39,sangat bgus,POSITIF
Bagja Hadi Nugraha,1,2023-02-26 16:34:45,"Tanggal 21 Feb '23 beli paket internet pembayaran via dana, sehari blm masuk2 langsung complain ke call center. setelah laporan masuk, ga sampe sejam ada notifikasi masuk via MyTelkomsel bahwa laporan diselesaikan oleh pihak Telkomsel dengan berita paket yg kemarin gagal sudah berhasil masuk. pas saya cek blm masuk juga dan disuruh menunggu 12 jam LAGI. setelah 12 jam, mau melanjutkan komplain di aplikasi sudah tidak bisa dan paket Internet pun BELUM MASUK juga. sangat kacau.",NEGATIF
cesar Fadhill,1,2023-02-13 05:17:14,Maaf sya turun kan bintang nya.. karena kendala sinyal yg tak kunjung membaik ketika bermain game.. paket internet masih banyak tapi sinyal nya rendah bnget pas main game dan itu sangat menggangu kenyamanan bermain nya... Harga paketan internet tidak sesuai dengan kualitas jaringan nya...,NEGATIF
Isa Suhanda,5,2023-02-01 12:41:12,Apa ada bedanya Simpati Sama Hallo? Cari nomor simpati lagi yang diawali 082???area Jatim ada pa?,NETRAL
Eddy Rusdian,5,2023-02-05 15:46:21,saya suka sekali,POSITIF
One Man To Unite Them All,5,2023-02-15 15:55:47,bagus..semoga lebih sering bagi2 bonus.. sudah pakai as hampir 20th..,POSITIF
Nur Rohman Toyib Prasetyo,1,2023-02-28 10:04:47,"Bukan aplikasinya tapi sistemnya, kok gua gk pernah utang tiba2 di tagih sendiri anjir, mana pulsanya juga sering ke hisap sendiri, data gk nyala, gk pernah sms-an, gk pernah nelfon selular, tapi tetep aja berkurang, hadeh.... Dan gk satu kali doang, tapi berkali2, saran buat Telkomsel untuk memperbaiki sistemnya. Gk jelas bet cuy",NEGATIF
Mardian Syah,5,2023-02-04 17:05:01,my telkomsel Lanjay,NETRAL
HARIS SANDIKA Aceh official,5,2023-02-06 04:27:26,Saya suka indonesia,NETRAL
polce Uztaku,5,2023-02-27 17:47:47,semoga berhasil mendapatkan undian,NETRAL
Ahmad asy'ari Asy'ari,5,2023-02-26 04:21:13,apa ini benar,NETRAL
M I K O,5,2023-02-24 12:18:16,"Menurut saya Telkomsel bagus, lebih tepatnya di call center nya sih sangat kompeten,saat jaringan saya jelek telpon call center langsung bergerak jadi gitu enaknya sih mantap Telkomsel :v",POSITIF
Kity Ka,5,2023-02-04 16:04:09,Memudahkan pengguna Telkomsel.,POSITIF
Indra Bagus Soebhiyantoro,5,2023-02-03 05:50:14,kalo bisa seperti dolo.. mau cek seputar kartu SIM bisa melalui *888# lebih mudah & lebih simple‼️‼️‼️‼️‼️,NETRAL
GMRB gaming,5,2023-02-04 13:36:08,telkomsel...mantaaappp,POSITIF
Hery Lelan,5,2023-02-04 14:10:24,Bagus untuk berlangan,POSITIF
Ningsih Anto,2,2023-02-08 08:32:23,"Perusahaan besar tp aplikasi nya begini, mau buka aplikasinya saja susah",NEGATIF
Romi Ramdani,5,2023-02-13 15:25:39,sangat puasssss,POSITIF
Muhammad Zidan,5,2023-02-05 13:45:49,Perbanyak kuota gratis nya bg,NETRAL
kambe Rumbaw,5,2023-02-06 07:36:50,Aplikasinya sanggat bagus,POSITIF
Immanuel Dwinanto,1,2023-02-12 14:14:31,"hmmm dari dulu sampe sekarang perubahan sedikit, yg bagus hanya tanpa pemotongan pulsa, dan kuota masih sama terutama daily cekin itu mah sebenarnya bukan hadiah cuma² tapi bayar...kuota gratisan 2GB setiap beli kuota sih boleh tapi klo bulanan yg bonus 2gb GK bisa di pake yg ke sedot kuota OMG duluan bknnya yg proitas ke kuota masa aktif jangka pendek yg di pake, percuma di kasih gratisan bulanan. klo harian ya boleh sih tapi khusu download apk/file yg besar 😭😭",NEGATIF
uung bf,1,2023-02-14 07:51:27,"dulu Telkomsel memang diakui bagus, , , , alasan saya masih gunakan nomor Telkomsel karena kolega dan kerabat saja, sedangkan untuk berseluncur di dumay saya lebih percayakan kepada provider sebelah yg lebih bonafit dalam mutu dan pelayanan nya, , , jangan marah ya Telkomsel, , fakta berbicara",NETRAL
Lazarus Hardowardoyo,4,2023-02-07 08:07:01,cukup lumayan,NETRAL
Arip Nugraha,5,2023-02-03 02:51:52,"mntap aplikasi my Telkomsel ,jngn ragu untuk mngunduh aplikasi ini",POSITIF
ALI M Ali mubarok,3,2023-02-01 23:18:40,Sinyal masih bagus kadang2 tapi harga nya yang ngotak lah adain perbulan dapat diskon paketan,NETRAL
Sandi Ariyanto,1,2023-02-07 00:14:27,"Telkomsel di Papua sangat mengecewakan. Paket data semakin mahal, TPI jaringannya hancur",NEGATIF
Memory Cellular,5,2023-02-04 01:28:24,aplikasi telkomse ini sangat baik untuk kami.,POSITIF
Aimanzf4 Atharizz,1,2023-02-16 21:45:51,"TELKOMSIALL Saya Tinggal di Ibukota... jaringan awalnya stabil, makin kesini makin burik ini jaringan. Malah bagusan si biru sama sikuning. Simerah kaya t4i mahalnya doank. Alhasil semua Ewallet dari ovo dana gopay Shopee, saya alihkan ke nomer sebelah n tak lagi isi data ataupun plsa di telkomsiiall... Permainan Operator. Biar jaringan Mifinya laku n jaringan stabil.. tapi alhasi apa kalian mikir gak semua rumah punya wifiii.... yg ada tahun ini opertor merah ditinggal pengguna setianya..",NEGATIF
Muhamad Robih,1,2023-02-28 19:01:36,Jaringannya lemot kadang GX bisa pke internetan,NEGATIF
Bonaventura Pahlevi,1,2023-02-02 04:55:11,Jaman gini kog sek ada ae signal E & H+.. Kalo pengen 4G apa harus meluk tower dulu..nih di Malang Kotanya kaya gini...Hadew..perlu di rombak management nya nih..payah!!! Aplikasinya juga payah!! Login gagal mlulu... Gini kog sek di pertahankan ae.. Wes Bangkrut apa gimana telkomsel ini... Kalo wes ga mampu jangan PHP orang dong... Mending mundur aja dr dunia persilatan...,NEGATIF
Evi Sunarya,3,2023-02-02 19:23:29,Kenapa sekarang ga bisa daily check in buat dapetin hadiah padahal awal pakai my Telkomsel enk bgt,NETRAL
Ichsan,4,2023-02-14 23:32:28,"Udh bagus sih untuk update kali ini, fitur protect pulsa nya sangat membantu, point nya pun udh makin banyak bisa dituker, cuma 1 untuk jaringan sering enggak stabil dan untuk harga paket nya tolong banyakin promo nya untuk pengguna lama makin mahal aja paket nya",NETRAL
alit antara,4,2023-02-25 09:24:33,cukup membantu,POSITIF
Leni maulani,3,2023-02-06 12:02:23,"Aplikasi nya ga kaya dulu, sekarang banyak yang di ilangin",NEGATIF
Syakila Salsabila,4,2023-02-28 05:46:34,lumayan puas,NETRAL
Yan Enryana,4,2023-02-06 12:33:59,"kasih empat dulu , kalau dapet hadiah utama baru bintangnya lima ehehe .",NETRAL
Iqbal friday,1,2023-02-23 16:36:36,"PROVIDER BOBROK ANJEENK MAKIN MAHAL.. JARINGAN MAKIN BOBROK SEJAK 2020 KEATAS..JARINGAN BUKANYA BENER,MALAH MAKIN ANCUR ANJEEENK... UDH TARIF MAKIN MAHAL.. JARINGAN MAKIN BOBROK.. 2020 KEBAWAH.. KONEKSI BAIK"" AJA GA ADA MASALAH... KENAPA 2020 KEATAS..KONEKSI MAKIN BOBROK..... TARIF IKUT NAIK TAAIIII",NEGATIF
Okky Galuh,1,2023-02-01 00:16:09,pulsa sring ke sedot tdk jls,NEGATIF
Imam Syafii,5,2023-02-01 10:27:33,Tolong dong pihak telkomsel.. Masak paketan cuma satu bulan.. Buatlah yang 290 gb jadi 3 bulan atu yang lain,NETRAL
pajar Rama hasibuan,5,2023-02-25 15:35:39,sangat puas kali pakai Telkomsel,POSITIF
ASNA WATI,5,2023-02-03 22:09:01,Selalu jaga kwakitas yg terbaik,POSITIF
Bulolo PES,1,2023-02-06 09:44:51,"Tolong d jawab, knp pulsa saya tiba2 habis",NEGATIF
Christodiolin Ada,5,2023-02-06 10:17:24,saya suka banget terus mudah lagi,POSITIF
Dhizan Galasakti,2,2023-02-07 03:50:11,"Semakin lama jaringan telkomsel semakin buruk. Koneksi lambat, dan harga beli data juga mahal tetapi tidak didukung dengan jaringan yang baik. Saya pelanggan telkomsel sejak 2006, makin kesini jadi kecewa. Mohon diperbaiki kualitas jaringannya. Terima kasih.",NEGATIF
Ilham Karya,1,2023-02-01 16:57:54,Tolong perbaiki sinyal sekarang di peruntukan untuk game,NETRAL
Fajar Skyy,1,2023-02-05 04:07:15,Udah 2 hari sinyal jelek terus. Percuma beli pulsa mahal²,NEGATIF
Joshua Ernesto,1,2023-02-16 15:47:33,Jaringan sangat buruk sekali,NEGATIF
Rifat Riyad,5,2023-02-18 00:36:12,telkomsel mantap,POSITIF
Arifin Pinyok,2,2023-02-10 12:26:04,Dkkkkkfg Lo,NEGATIF
Rozzak Alif,1,2023-02-06 22:57:21,Sangat buruk setelah update dimana aplikasi menjadi sangat berat dan tidak bisa dipakai untuk cek kuota jika memang ingin membuat aplikasi yang berat tolong kembalikan fitur cek kuota seperti dulu yang tidak harus login aplikasi,NEGATIF
Moses Ses,5,2023-02-05 02:33:38,Selengkap nya Fenomena Atau Pri laku Kebenaran Dan kejujuran yang telah kita capai namun tidak ada yang ingin di follback saat admin on dari kita,NETRAL
Ikhsan Frastya,1,2023-02-08 10:35:25,Telkom jaringannya gk jelas down parah ajg benerin ngapa jaringannya jangan harga kuotanya aja mahal,NEGATIF
Sopani Lase,5,2023-02-19 10:45:37,"cepat,cerdas, dan memuaskan",POSITIF
Sanz Star,1,2023-02-05 07:13:12,Bagus si tapi kasih bintang 1 aja,NETRAL
Tisngun Nurrohim,5,2023-02-28 14:08:41,tetap setiap dengan telkomsel,POSITIF
Soegeng Kristiawan,3,2023-02-07 15:38:07,mantap bosku,POSITIF
Dimas Indun,5,2023-02-11 12:43:33,kamu nanya,NETRAL
Parlemen Sixtus,2,2023-02-17 12:39:51,Bang kayak mana cara nukerin poin nya,NETRAL
Sultan Mubiin,5,2023-02-07 18:46:14,Semoga dapet hadiah Samsung dan mobile dr undian amiin,NETRAL
Sa fitri,5,2023-02-10 03:57:53,"Daily chek in nya susah dimengerti ,belum sempat dapat kuota malah udah berakhir",NEGATIF
Dita Pratiwi,5,2023-02-17 20:46:25,lumayan tp mohon lebih di tingkatkan 🙏,NETRAL
Emmy Lubis,5,2023-02-06 11:33:11,"Telkomsel selalu memberikan yang terbaik,saya puas menjadi pelanggan Telkomsel",POSITIF
Rayy nr,2,2023-02-03 17:07:56,"Sorry, dikasih bintang 2 soalnya tidak ramah. Masa baru aja ngisi pulsa dan nyambung wifi tidak pakai data. Tapi pulsa nya terpotong hingga tersisa beberapa ratus rupiah saja. And as always loadingnya subhanallah.. pas mau masuk apknya.. Kecewa bgt..",NEGATIF
Nizma Ramadhan,5,2023-02-04 16:06:59,Min cara nurunin tier dari GOLD kembali ke silver bisa ga min,NETRAL
hanky susanto,1,2023-02-10 22:48:49,"APK BABI!! KITA DIPAKSA PAKE APK INI, KLO GA BAKAL SUSAH BELI PAKETAN INTERNET YG GA BEDA JAUH HARGANYA. MAHAL TP SINYAL TURUN NAIK TERUS KLO HUJAN. BANGSAD. GW BUTUH PAKET INTERNET BIASA, GA PERLU PAKET NONTON DAN LAINNYA YA ANAK DAJAL. ISINYA PASTI KORUPTOR SAMPAI SINYAL AMPAS.",NEGATIF
Iyan Nurdian.Kurnia,5,2023-02-08 16:18:13,tebaikkkkkskksssk,POSITIF
Mas Ambon,5,2023-02-08 07:26:40,mantap pelayanannya,POSITIF
Devira Warbal,4,2023-02-06 10:46:33,mempermudah utk memilih paket,POSITIF
Muhammad Mustofa,5,2023-02-03 16:24:22,"kuota terjangkau, mohon ditingkatkan kecepatan internet terutama didaerah pelosok.",NETRAL
New Aurora,5,2023-02-07 06:21:56,"sinyal selalu oke, selalu unlimited paket pulsakubdibonusin mulu",POSITIF
Arfi Naldi,1,2023-02-05 15:44:55,Saya isi pulsa di aplikasi mytelkomsel saldo gopay saya sudah dipotong sedangkan pulsa nya belum masuk tolong di prosesakan pulsa saya,NETRAL
Lexsa Paujan,5,2023-02-01 21:40:49,Bermanfaat,POSITIF
Yusup Hamdani,2,2023-02-06 09:23:17,Gak usah di update deh udah gak usah!! Gak perlu!! Kta cuma butuh apk yg dulu simpel dan mudah!!,NEGATIF
Yozi Mardi Saputra,5,2023-02-28 07:39:31,My Telkomsel Sangat Membantu Dan Ngk nyesel deh download nya,POSITIF
Sudar Hp,5,2023-02-13 20:56:55,Jaga dan tingkatkan mutu&kwalitas suara.,POSITIF
Emen Dnang,5,2023-02-04 14:08:28,puaaaassss,POSITIF
Ali Sangadji,5,2023-02-02 08:43:37,Aplikasi mantap bangetttttttt bisa dapat Kouta gratis,POSITIF
Riyan Maharani,3,2023-02-08 12:29:41,Aneh masa saya tombol beli kuota hiburan gk ada,NEGATIF
Ryan Restu Wijaya,1,2023-02-10 11:06:46,FITUR RAMUAN CINTA NYA SCAM 👎,NEGATIF
djoko santoso,4,2023-02-17 06:08:07,"enaaaak masss,lagi donk",NETRAL
Amria Jnrt,5,2023-02-02 23:21:13,awalnya 😕❓tp setelah dipelajari akhirnya bisa dan 😎😬,NETRAL
Abijar Mtd,5,2023-02-01 03:29:48,puasss....,POSITIF
Iman Rukina995,4,2023-02-12 22:46:32,"Telkomsel kalo jaringan sih oke, tapi akhir2 ini telkomsel banyak ngelanturnya. Contohnya, seperti di program daily check-in untuk dapat bonus kuota data yang akhir harus check in 22 kali, sedang periode yang di berikan 18 hari . Mohon untuk diperbaiki , jangan mengecewakan pengguna.",NETRAL
Man Vimen,4,2023-02-10 12:22:41,"Kenapa hanya bisa digunakan bila online, coba bisa gunakan offline juga sepertinya itu bisa lebih baik dan bagus..",NEGATIF
andi46. gading,1,2023-02-11 15:47:04,Lebih baik pakek im3 i dosat dari pada telkomsel,NEGATIF
Lysdaa Y,1,2023-02-03 02:34:20,PIHAK TELKOMSEL BLOKIR APLIKASI MAXIM. SEHINGGA APLIKASI MAXIM TIDAK BISA DI AKSES MENGGUNAKAN JARINGAN SELULER TELKOMSEL. KAREN MAXIM & SI IJO ADA KERJASAMA.,NEGATIF
Kucing Pedas,1,2023-02-07 04:33:18,"Freak anjir, jaman sekarang masih spam sms paket paket useless",NEGATIF
toyib saripudin,1,2023-02-11 14:23:56,"T-sel mahal doang, signal nya lebih jelek dari profider yg murah. Quota masih banyak, masa aktif masih lama tapi ga bisa di pake. Payah!!!!",NEGATIF
Tojje Illarchy,4,2023-02-25 15:40:17,Kelebihan Aplikasi yang sangat membantu. Segala bentuk menjadi lebih mudah namun 1 yang kurang itu . Baik paket nelpon maupun paket data sangatlah mahal .. mohon menkon-info untuk dapat membantu. Terimakasih,NETRAL
Hikmatu Rahman,5,2023-02-22 10:52:50,My Telkomsel memang mantab,POSITIF
Habib Adilla Risqi,1,2023-02-07 11:02:17,"aplikasi gajelas padahal cuman aplikasi buat beli kuota tapi beratnya minta ampun, loading dalam lama padahal sinyal full, tolong untuk admin kendala seperti ini cepat di perbaiki",NEGATIF
abitah kenzi kairaf,5,2023-02-19 13:46:01,"aplikasi my Telkomsel,benar2 sangat membantu jadi sangat mudah untuk membeli paketan,selain itu fitur nya sangat lengkap, the best my Telkomsel.",POSITIF
tomi ramadhan,1,2023-02-16 06:01:24,Harga elit jaringan sulit awoakwok,NEGATIF
Dolli Abdil,5,2023-02-06 14:27:41,terimakasih Telkomsel,POSITIF
larmi istiana Sari,5,2023-02-12 01:11:40,Sangat membantu dan praktis,POSITIF
muhamad Daniel,5,2023-02-07 05:41:15,Sangat membantu sekali untuk transaksinya,POSITIF
Rival Giboll,1,2023-02-01 04:22:29,Engga tau Sudah yg keberapakalinya download aplikasi ini. Mudah mudahan sudah bagus.,NETRAL
Sad Boy,1,2023-02-28 05:28:10,"Buat ngegame lemot parah, mahal doang kualitas nol",NEGATIF
ZXC 1579,5,2023-02-03 10:20:33,lag dikit tapi gapapa,NETRAL
Andris Septian18,4,2023-02-01 19:55:09,jaringan bagus,POSITIF
Handika Nugraha,1,2023-02-25 15:41:47,Kalo kuota udah abis jangan nyedot pulsa lah sialan,NEGATIF
Hafiz Ramadhan,1,2023-02-23 13:26:52,"Gimana sih Telkomsel dah kayak indihome jaringan ghoib total, jaringan gaguna buat game, yt, tiktok, semua lag. Bisa apa Telkomsel sekarang kalah sama kartu lain kayak XL Axis Indosat M3. Bahkan yang tri jaringan ghoib masih bisa dimainin ngga kayak ini total sama sekali merah di ingame, yt muter², tiktok sama aja.",NEGATIF
Haikal Putra peratama,5,2023-02-06 19:40:48,Syah engga dapat hadiah,NETRAL
Rickyandikha Gagah,1,2023-02-28 09:25:29,Apk tidak berguna sinyal saja ngeleg atau tidak lancar malah di buat apk ginian,NEGATIF
Kaysan Naufal,1,2023-02-09 16:33:31,"sekarang udah ga asik lagi makai telkomsel jaringan ngeleg paket mahal mending make kartu exsis wlaupun jaringan ga kuat"" amat paket gratis unlimited bro telkomsel emang hebat bisnisnya jaringan ga diperbaiki babi",NEGATIF
Pengguna Google,3,2023-02-22 17:28:18,"Aku paketin dta yg ini Selamat Paket Internet Sakti 71GB(31GB Internet, 1GB YouTube per hari & 10GB Apps) untuk Line, Whatsapp, Facebook, Instagram, YouTube, TikTok, Prime Video Mobile, VIU, Netflix, Lionsgate Play, Amazone Prime, Vidio, MaxStream, MusicMAX, GamesMAX dan Langganan Prime Video Mobile selama 30 hari dengan harga Rp 92000 telah aktif, berlaku s/d tgl 24/03/2023 pkl. 23:59 WIB.l Tpi dapatnya hnya 29gb intrnet,500mb youtbe,mhon bantuannya",NETRAL
nina alaini,4,2023-02-24 10:34:08,Bagus ko masih bisa. Di gunakan jaringan nya masih agak lancar tapi tiba tiba saya pas masuk lemot di perbaiki ya setidaknya hendakkan yg lebih baik mungkin semua orang suka baik trimakasih 🙏🏻,NETRAL
Chippta Azza,5,2023-02-02 10:10:33,layanan memuaskan,POSITIF
Bloods Street,5,2023-02-16 12:43:20,"Saran dri saya next update dikasih kunci biar pulsa ngga kesedot klo paketan nya abis donk, klo itu udah di laksanakan insyaallah semua pengguna MyTelkomsel bakal pada suka, tambahan mungkin bisa sediakan fitur transfer kuota ke sesama Telkomsel, Terima kasih semoga dibaca🙏",NETRAL
Ahmad jeje Hasby,3,2023-02-27 15:32:01,"Min maaf ae ni yak gw kasih bintang 3,harga paket sesuai lah sama kantong tapi tolonglah jaringan nya di perbaiki apa lsgi di pedesaan masa iya kami harus nunggu Ampe jam 12 dlu baru lancar?,semua orang bakal suntuk min termasuk gw,main emel jam 5 subuh udah ngeleg aja PING 124 ms,perasan Telkom dlu ga gini,tolong jaringan nya ae Yoo di pedesaan di perbaiki jadi kami merasa nyaman juga",NEGATIF
