content,textPreprocessing,sentiment
"aplikasi my Telkomsel,benar2 sangat membantu jadi sangat mudah untuk membeli paketan,selain itu fitur nya sangat lengkap, the best my Telkomsel.",aplikasi my telkomsel benar sangat bantu jadi sangat mudah beli paket fitur nya sangat lengkap the best my telkomsel,POSITIF
Harga elit jaringan sulit awoakwok,harga elit jaring sulit awoakwok,NEGATIF
terimakasih Telkomsel,terima kasih telkomsel,POSITIF
Sangat membantu dan praktis,sangat bantu praktis,POSITIF
Sangat membantu sekali untuk transaksinya,sangat bantu sekali transaksi,POSITIF
Engga tau Sudah yg keberapakalinya download aplikasi ini. Mudah mudahan sudah bagus.,tidak tahu berapa kali download aplikasi mudah mudah bagus,NETRAL
"Buat ngegame lemot parah, mahal doang kualitas nol",buat game lambat parah mahal doang kualitas nol,NEGATIF
lag dikit tapi gapapa,lag sedikit tidak apa apa,NETRAL
jaringan bagus,jaring bagus,POSITIF
Kalo kuota udah abis jangan nyedot pulsa lah sialan,kalau kuota habis jangan sedot pulsa lah sial,NEGATIF
"Gimana sih Telkomsel dah kayak indihome jaringan ghoib total, jaringan gaguna buat game, yt, tiktok, semua lag. Bisa apa Telkomsel sekarang kalah sama kartu lain kayak XL Axis Indosat M3. Bahkan yang tri jaringan ghoib masih bisa dimainin ngga kayak ini total sama sekali merah di ingame, yt muterÂ², tiktok sama aja.",bagaimana sih telkomsel indihome jaring gaib total jaring tidak guna buat game youtube tiktok semua lag apa telkomsel sekarang kalah sama kartu xl axis indosat m bahkan tri jaring gaib main tidak total sama sekali merah ingame youtube putar tiktok sama,NEGATIF
Syah engga dapat hadiah,tidak hadiah,NETRAL
Apk tidak berguna sinyal saja ngeleg atau tidak lancar malah di buat apk ginian,aplikasi tidak guna sinyal lag tidak lancar malah buat aplikasi begini,NEGATIF
"sekarang udah ga asik lagi makai telkomsel jaringan ngeleg paket mahal mending make kartu exsis wlaupun jaringan ga kuat"" amat paket gratis unlimited bro telkomsel emang hebat bisnisnya jaringan ga diperbaiki babi",sekarang tidak asyik pakai telkomsel jaring lag paket mahal mending pakai kartu eks walaupun jaring tidak kuat paket gratis unlimited bro telkomsel memang hebat bisnis jaring tidak baik babi,NEGATIF
"Aku paketin dta yg ini Selamat Paket Internet Sakti 71GB(31GB Internet, 1GB YouTube per hari & 10GB Apps) untuk Line, Whatsapp, Facebook, Instagram, YouTube, TikTok, Prime Video Mobile, VIU, Netflix, Lionsgate Play, Amazone Prime, Vidio, MaxStream, MusicMAX, GamesMAX dan Langganan Prime Video Mobile selama 30 hari dengan harga Rp 92000 telah aktif, berlaku s/d tgl 24/03/2023 pkl. 23:59 WIB.l Tpi dapatnya hnya 29gb intrnet,500mb youtbe,mhon bantuannya",aku maket data selamat paket internet sakti gb gb internet gb youtube per hari gb aplikasi line whatsapp facebook instagram youtube tiktok prime video mobile viu netflix lionsgate play amazone prime vidio maxstream musicmax games max langgan prime video mobile lama hari harga rupiah aktif laku s d tanggal pukul wib l dapat gb internet mb youtube mohon bantu,NETRAL
Bagus ko masih bisa. Di gunakan jaringan nya masih agak lancar tapi tiba tiba saya pas masuk lemot di perbaiki ya setidaknya hendakkan yg lebih baik mungkin semua orang suka baik trimakasih ðð»,bagus ko guna jaring nya lancar tiba tiba pas masuk lambat baik hendak lebih baik mungkin semua orang suka baik terima kasih,NETRAL
layanan memuaskan,layan muas,POSITIF
"Saran dri saya next update dikasih kunci biar pulsa ngga kesedot klo paketan nya abis donk, klo itu udah di laksanakan insyaallah semua pengguna MyTelkomsel bakal pada suka, tambahan mungkin bisa sediakan fitur transfer kuota ke sesama Telkomsel, Terima kasih semoga dibacað",saran next update kasih kunci biar pulsa tidak sedot kalau paket nya habis dong kalau laksana insyaallah semua guna mytelkomsel bakal suka tambah mungkin sedia fitur transfer kuota sama telkomsel terima kasih moga baca,NETRAL
"Min maaf ae ni yak gw kasih bintang 3,harga paket sesuai lah sama kantong tapi tolonglah jaringan nya di perbaiki apa lsgi di pedesaan masa iya kami harus nunggu Ampe jam 12 dlu baru lancar?,semua orang bakal suntuk min termasuk gw,main emel jam 5 subuh udah ngeleg aja PING 124 ms,perasan Telkom dlu ga gini,tolong jaringan nya ae Yoo di pedesaan di perbaiki jadi kami merasa nyaman juga",admin maaf ni gue kasih bintang harga paket sesuai lah sama kantong tolong jaring nya baik apa desa masa iya tunggu jam dulu baru lancar semua orang bakal suntuk admin masuk gue main emel jam subuh lag ping asa telkom dulu tidak begini jaring nya yo desa baik jadi rasa nyaman,NEGATIF
"Sudah bagus, tapi jaringan nya masih kurang stabil ketika bermain game, dll. Klo bisa di perbanyak diskon agar saya bisa lebih sering mengisi pulsa.",bagus jaring nya kurang stabil main game dan lain lain kalau banyak diskon lebih sering isi pulsa,NETRAL
"Aplikasinya bagus, tolong harga koutanya di kurangin, jangan mahal banget",aplikasi bagus harga kuota kurang jangan mahal banget,NETRAL
kalu emang bener dapet hadiah sayah kasih bintang 5sekarang 3dulu,kalau memang benar hadiah kasih bintang sekarang dulu,NETRAL
Kurang baguss,kurang bagus,NEGATIF
"kadang bagus kadang jelek,tapi miminya ramah hehe",kadang bagus kadang jelek adminnya ramah hehe,NETRAL
mempermudah akses pembelian dan lebih hemat....,mudah akses beli lebih hemat,POSITIF
"Makin hari makin parah nih, lama2 pindah aluan juga nih",makin hari makin parah nih lama pindah haluan nih,NEGATIF
Cukup membantu saya dalam membeli pulsa dan oaket internet,cukup bantu beli pulsa paket internet,POSITIF
My Telkomsel hebat,my telkomsel hebat,POSITIF
Kenapa pulsa borong dan mahal......kalau dilain perusahaan ada yang murah,pulsa borong mahal kalau lain usaha murah,NEGATIF
"Kok check in my telkomsel makin kacau tolong benerin check in nya,dlu check in buat klaim kuota gratis smpe 30 hari skrang cuma bisa check in 18 hari gimana mau klaim kuota gratisnya?",kok check in my telkomsel makin kacau benar check in nya dulu check in buat klaim kuota gratis hari sekarang cuma check in hari bagaimana mau klaim kuota gratis,NEGATIF
"sering sering paket promo yah telkomsel,terlalu mahal paket data telkomsel",sering sering paket promo telkomsel terlalu mahal paket data telkomsel,NETRAL
lancar sangat membantu yang tidak membantu biyaya kuoranya agak mahal sedikit,lancar sangat bantu tidak bantu biaya kuota mahal sedikit,NETRAL
Anjng ngisep pulsa mulu kntl,anjing menghisap pulsa mulu kontol,NEGATIF
Jaringan kntol garaÂ² lu pas gw main game jd ngelag bngt,jaring kontol gara lu pas gue main game jadi lag banget,NEGATIF
jadikn lebih baik lagi,jadi lebih baik,NETRAL
"Makin hari makin nggk Jelas jaringan nya,tolong lh dari pihak telkomsel perbaiki jaringan nya supaya nggk lemot,kuota internetnya masih bnyk,tapi kok nggk bisa internettan.",makin hari makin tidak jelas jaring nya lah pihak telkomsel baik jaring nya tidak lambat kuota internetnya banyak kok tidak internetan,NEGATIF
Keren kali,keren kali,POSITIF
please signal na di perkuat y ððð,please sinyal na kuat y,NETRAL
pokoknya mantap lah,pokok mantap lah,POSITIF
Biar bintang yg menjawab,biar bintang jawab,NETRAL
Harap selalu ada pilihan paket kuota yg tanpa dibagi bagi ke aplikasi tertentu dan game,harap selalu pilih paket kuota bagi aplikasi tentu game,NETRAL
bagus baget,bagus banget,POSITIF
"Pembelian kuota internet MyTelkomsel menggunakan pulsa sekarang masih terasa mahal Mohon dibantu,mungkin My Telkomsel bisa berikan penawaran pembelian kuota internet yang lebih murah dan menarik supaya bisa lebih banyak lagi orang tertarik menggunakan aplikasi MyTelkomsel Terimakasih",beli kuota internet mytelkomsel guna pulsa sekarang asa mahal mohon bantu mungkin my telkomsel ikan tawar beli kuota internet lebih murah tarik lebih banyak orang tarik guna aplikasi mytelkomsel terima kasih,NETRAL
jaringan terkuat,jaring kuat,POSITIF
Kuota mahal jaringan jelek apa apaan masa kalah sama katu sebelah,kuota mahal jaring jelek apa apa masa kalah sama kartu belah,NEGATIF
"Bakar aja jaringan Kelen itu,muak aku lama-lama pakek jaringan Kelen,harga mahal fasilitas kok kayak lagi tinggal di zaman batu",bakar jaring kalian muak aku lama lama pakai jaring kalian harga mahal fasilitas kok tinggal zaman batu,NEGATIF
Telkomsel memang bagus cuma syng kg pernah dapat hadiah cuma cuma .dan percuma berapa banyak poin yg Uda ku kirim dari minta mobil atau motor atau hp yg murah jg kg pernah dapat mff sebelomnya aku kasih bintan 1 ya,telkomsel memang bagus cuma sayang tidak pernah hadiah cuma cuma percuma berapa banyak poin ku kirim minta mobil motor hp murah tidak pernah maaf belum aku kasih bintan,NETRAL
tingkatkan pelayanan,tingkat layan,NETRAL
buta paket yg khusus internet aja,buta paket khusus internet,NETRAL
mantaaaaab,mantap,POSITIF
"Paket mahal tapi sinyal ga stabil,dasar payah",paket mahal sinyal tidak stabil dasar payah,NEGATIF
top deh meski di wilayah kalimantan masih kurang bagus,top deh meski wilayah kalimantan kurang bagus,NETRAL
Saya hanya ingin koneksi internetnya diperkuat,koneksi internetnya kuat,NETRAL
sangat baik pelayanan,sangat baik layan,POSITIF
sangan membantu saya terima kasih MyTelkomsel,sangat bantu terima kasih mytelkomsel,POSITIF
Bagus sih cuman kadang paket yg sering dibeli kadang bulan depan nggak ada,bagus sih cuma kadang paket sering beli kadang bulan depan tidak,NETRAL
Perbaiki jaringanya,baik jaring,NETRAL
Jaringan Telkomsel sangat buruk dan jelek Buat main gime moba gak bisa ap2,jaring telkomsel sangat buruk jelek buat main game moba tidak aplikasi,NEGATIF
Jualan paket aneh,jual paket aneh,NEGATIF
Aku Sagat suka degan aplikasi ini,aku sangat suka aplikasi,POSITIF
sangat baik,sangat baik,POSITIF
lebih tingkatkan lagi jaringan nya,lebih tingkat jaring nya,NETRAL
mantap...sangat baik,mantap sangat baik,POSITIF
kuota hot promo besar,kuota hot promo besar,POSITIF
"Semakin ke depannya updatenya lebih baik lagi, cnthnya pada saat buka aolikasinya tidak lagi harus punya padet data, dan untuk beberapa paket bisa terdeteksi dengan baik waktu pemakaian, tapi untuk paket data yang kurang optimal yaitu pemakaian gamemax dan speedgame. Sekian terimakasih",makin depan update lebih baik contoh buka aplikasi tidak punya padat data beberapa paket deteksi baik waktu pakai paket data kurang optimal pakai game max speedgame sekian terima kasih,POSITIF
sangat membantu dalam proses pembelian ga ribet ð¥°ðð,sangat bantu proses beli tidak ribet,POSITIF
Eaa katanya nya di iklan sinyal semakin bagus tapi sekarang malah tambah jelek kayak tri sumpah tapi ini bukan ngejelekin kartu sebelah ya tapi emang bener sekarang jadi jelek lemot aduhh capee capee,ea kata nya iklan sinyal makin bagus sekarang malah tambah jelek tri sumpah bukan jelek kartu belah memang benar sekarang jadi jelek lambat aduh capek capek,NEGATIF
"Kenapa baru akhir2 skrng ini yg ada Perlindungan pulsanya , dari dlu lah pulsa saya abis 50rb, padahal paket udh beli cuman pulsanya kadang habis sendiri dan juga saya ga pernah berlangganan apapunð¥²ð",baru akhir sekarang lindung pulsa dulu lah pulsa habis ribu padahal paket beli cuma pulsa kadang habis sendiri tidak pernah langgan apa,NETRAL
Aku kasi bintang 5 tolong di perbaiki,aku kasih bintang baik,NETRAL
Untuk aplikasi udah bagus tapi aplikasi saat di buka lag parah padahal jaringan lancar aja udah gitu poin saya yang bulan lalu kok di tarik padahal udah susah payah ngumpulin,aplikasi bagus aplikasi buka lag parah padahal jaring lancar poin bulan lalu kok tarik padahal susah payah kumpul,NETRAL
Jaringan ny makin rusak,jaring nya makin rusak,NEGATIF
Mohon promonya yg murah,mohon promonya murah,NETRAL
Semoga berhasil,moga hasil,NETRAL
beneran ga tukar poin bisa dapetin kasbaek.ampe 9 jta tuh,apakah benar tidak tukar poin dapat cashback juta tuh,NETRAL
"Uninstall, sangat buruk, pas mau masuk gak bisa login,,,",uninstall sangat buruk pas mau masuk tidak login,NEGATIF
"Halo my telkomsel Bisa tambahkan menu kuota mana yang bisa diaktifkan untuk internet ya? Misal kuota bonus / kuota utama Karena setiap pembelian paket saya dapat gratis kuota 1 atau 2GB untuk 2 hari dan bonus2 lain. Tp ketika penggunaan ttp saja kuota utama dipakai lebih dulu. Jadi bonusannya tidak terpakai sama sekali, hingga masa berlakunya berakhir. Terimakasih",halo my telkomsel tambah menu kuota mana aktif internet misal kuota bonus kuota utama beli paket gratis kuota gb hari bonus guna tetap kuota utama pakai lebih dulu jadi bonus tidak pakai sama sekali hingga masa laku akhir terima kasih,NETRAL
"Beli paket data di aplikasi pulsa sudah di potong tapi paket belum di terima sudah di restart hampir 10 kali lebih handphone y biar masuk paketannya tapi sampai sekarang ga masuk "" paketannya yg ada tombol on off hp saya jd rusak KACAU??",beli paket data aplikasi pulsa potong paket belum terima restart hampir kali lebih handphone y biar masuk paket sekarang tidak masuk paket tombol on off hp jadi rusak kacau,NEGATIF
"satu bintang untuk transaksi,satu bintang untuk poin",satu bintang transaksi satu bintang poin,NETRAL
"Jaringan 4G tapi pas di pake malah kaya jaringan 3G lelet banget, kalah sama jaringan provider sebelah",jaring g pas pakai malah kaya jaring g lambat banget kalah sama jaring provider belah,NEGATIF
"Semakin hari semakin tidak jelas saja Telkomsel,saya melakukan pengisian pulsa yang nominal 10000 pulsa nya tidak masuk, setelah saya membeli dengan nominal 20000 baru pulsa nya masuk,diclaim malah costumer servis nya mengirimkan layanan tidak tersedia/sibuk,melalui aplikasi pun sama, melalui via telepon pun sama dengan jawaban yang tidak memuaskan layanan tidak tersedia lah,sibuk lah dll.mohon pihak Telkomsel pertanggung jawaban nya dan perbaikan layanan nya. Terimakasih",makin hari makin tidak jelas telkomsel laku isi pulsa nominal pulsa nya tidak masuk beli nominal baru pulsa nya masuk klaim malah customer service nya kirim layan tidak sedia sibuk lalu aplikasi sama lalu via telepon sama jawab tidak muas layan tidak sedia lah sibuk lah dan lain lain mohon pihak telkomsel tanggung jawab nya baik layan nya terima kasih,NEGATIF
"TELKOMSEL SKRG PELIT BGT YAA,MASA DAILY CHECK IN NYA CUMA DIKASIH WAKTU 19 HARI DOANG.ENGGA KAYA BIASANYA FULL SEBULAN SKRG UDH GBISA DAPET GRATISAN PAKETNYAA ð",telkomsel sekarang pelit banget masa daily check in nya cuma kasih waktu hari doang tidak kaya biasa full bulan sekarang tidak bisa gratis paket,NEGATIF
Sinyal Nya jlk,sinyal nya jelek,NEGATIF
Bertahun-tahun berlangganan tetap Telkomsel sekeluarga dari harga SIM card Rp.600 isi pulsa dulu susahnya minta ampun dan minimal isi harus 100 ribu. Dengan nomer sebelas digit sampai sekarang dan selalu kirim ngikutin point hadiah tapi blm pernah dapat hadiah Kasihlah dari Telkomsel buat kita kenang-kenangan. Padahal kita selalu tukar point rutin dan kita menyandang gold lagi. Mau dong motor syukur mobil buat jalan jalan sekeluarga pulang kampung. Please management saya di hadiahkan mobil.ð¤²,tahun tahun langgan tetap telkomsel keluarga harga sim card rupiah isi pulsa dulu susah minta ampun minimal isi ribu nomor sebelas digit sekarang selalu kirim ikut point hadiah belum pernah hadiah kasih telkomsel buat kenang kenang padahal selalu tukar point rutin sandang gold mau dong motor syukur mobil buat jalan jalan keluarga pulang kampung please manajemen hadiah mobil,NETRAL
mantap tapi boros kuota,mantap boros kuota,NETRAL
"alhamdulillah dari dulu pake telkomsel. jaringan stabil. hanya saja masih lebih mahal ketimbang kartu lain. biasanya murah kalau kartu yg sdh sangat lama di gunakan. semoga selalu memberi solusi untuk mudahnya komunikasi, internet maupun telpon langsung",alhamdulilah dulu pakai telkomsel jaring stabil lebih mahal ketimbang kartu biasa murah kalau kartu sangat lama guna moga selalu beri solusi mudah komunikasi internet maupun telepon langsung,NETRAL
Tolong perbaiki jaringan tidak stabil sudah 3 hari yang lalu,baik jaring tidak stabil hari lalu,NEGATIF
Sangat jelek sinyal ya ga rekomen banget .masih bagusan paket m3,sangat jelek sinyal tidak rekomendasi banget lebih bagus paket m,NEGATIF
"Hallo My Telkomsel... Ada apa dgn apk ini, saya isi pulsa lewat apk dan udah masuk pulsanya tapi knp masa aktif saya tidak bertambah ya? Bisa jelaskan atau saya yg salah?",halo my telkomsel apa aplikasi isi pulsa lewat aplikasi masuk pulsa masa aktif tidak tambah jelas salah,NEGATIF
"bagus,, sangat baik,, tapi tolong untuk pelanggan setia harganya di turunin lagi yhð",bagus sangat baik langgan setia harga turun yh,NETRAL
"okk,,shiip",oke sip,POSITIF
"Sangat kecew dan Kurang memuaskan selalu menguras pulsa setelah melakukan pengisian ulang,,",sangat kecewa kurang muas selalu uras pulsa laku isi ulang,NEGATIF
"Gblok buat ngegame ngelag buat streaming ngelag harga weh mahal bngsd, bangkrut aja lu telkomnyet",goblok buat game lag buat streaming lag harga weh mahal bangsat bangkrut lu telkomsel monyet,NEGATIF
Sy coba dulu ya,coba dulu,NETRAL
"Kecewa!sebagai pelanggan yg sangat setia,saya benar benar sangat kecewa dengan kualitas jaringan internetnya.semasa masih menggunakan kartu 3g saya di ""kejar kejar""untuk upgrade ke jaringan 4g dengan segala janji janji manisnya,setelah saya upgrade ke kartu 4g ternyata yang terjadi hanya buang buang kuota yg telah di beli,mohon di pertimbangkan kembali tentang kesetiaan konsumen,terimakasih.",kecewa langgan sangat setia benar benar sangat kecewa kualitas jaring internetnya masa guna kartu g kejar kejar upgrade jaring g segala janji janji manis upgrade kartu g nyata jadi buang buang kuota beli mohon timbang setia konsumen terima kasih,NEGATIF
